CONS,ID_SUB_NOR,ESTADO,ALCALDÍA,NOMBRE_COL,COORD_UTM_,COORD_UTM1,GIRO,DÍA,HORARIO,UBIC_,NUM_OFER_1
770.00000000000,108.00000000000,CDMX,IZTAPALAPA,RENOVACION,494780.42999999999,2141761.52000000002,,SÁBADO,08:00 A 19:00 HORAS,CALLE 4 ENTRE PONIENTE 4 Y AV. 5,80.00000000000
771.00000000000,109.00000000000,CDMX,IZTAPALAPA,RENOVACION,494780.42999999999,2141761.52000000002,,DOMINGO,08:00 A 19:00 HORAS,CALLE 4 ENTRE AV. 5 Y AV. 1,80.00000000000
772.00000000000,110.00000000000,CDMX,IZTAPALAPA,EJERCITO DE AGUA PRIETA,496206.06000000000,2141497.58999999985,,MARTES,08:00 A 19:00 HORAS,SEBASTIAN BARRIGUETE Y 5 DE MAYO,0.00000000000
773.00000000000,111.00000000000,CDMX,IZTAPALAPA,EJERCITO DE AGUA PRIETA,496206.06000000000,2141497.58999999985,,VIERNES,08:00 A 19:00 HORAS,SEBASTIAN BARRIGUETE Y 5 DE MAYO,0.00000000000
774.00000000000,112.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,LUNES,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,176.00000000000
775.00000000000,113.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,MARTES,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,250.00000000000
776.00000000000,114.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,MIÉRCOLES,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,176.00000000000
777.00000000000,115.00000000000,CDMX,IZTAPALAPA,VOCEADORES,496599.54999999999,2143674.37000000011,,JUEVES,08:00 A 19:00 HORAS,"FELIPE DE LA GARZA, GRAL. MIGUEL ORTEGA Y EUSTAQUIO BALBUENA ENTRE JUAN ENRIQUEZ Y ANGEL FRIAS",220.00000000000
778.00000000000,116.00000000000,CDMX,IZTAPALAPA,U. H. ZARAGOZA,495669.53999999998,2143430.97999999998,,JUEVES,08:00 A 19:00 HORAS,AV. EMILIO AZCARRAGA VIDAURRETA Y CALLE ENRIQUE CONTEL,180.00000000000
779.00000000000,117.00000000000,CDMX,IZTAPALAPA,RENOVACION,494338.31000000000,2141001.16999999993,,JUEVES,08:00 A 19:00 HORAS,EJE 6 ENTRE ANILLO PERIFERICO Y LUIS MENDEZ,3000.00000000000
780.00000000000,118.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,JUEVES,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,196.00000000000
781.00000000000,119.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,VIERNES,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,176.00000000000
782.00000000000,120.00000000000,CDMX,IZTAPALAPA,RENOVACION,494338.31000000000,2141001.16999999993,,SÁBADO,08:00 A 19:00 HORAS,EJE 6 ENTRE ANILLO PERIFERICO Y LUIS MENDEZ,3500.00000000000
783.00000000000,121.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493901.42999999999,2145110.35999999987,,SÁBADO,08:00 A 19:00 HORAS,CALLE 7 Y CORONEL LINO MERINO,176.00000000000
784.00000000000,122.00000000000,CDMX,IZTAPALAPA,EJERCITO DE ORIENTE,497444.48999999999,2141244.08999999985,,SÁBADO,08:00 A 19:00 HORAS,EXPLORADORES DE EJERCITO DE ORIENTE Y EXPLORADOREZ DE ZARAGOZA,542.00000000000
785.00000000000,123.00000000000,CDMX,IZTAPALAPA,VOCEADORES,496599.54999999999,2143674.37000000011,,DOMINGO,08:00 A 19:00 HORAS,JUAN ENRIQUEZ ENTRE EUSTAQUIO BUELNA Y MIGUEL LIRA Y ORTEGA,75.00000000000
786.00000000000,124.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494035.35999999999,2144995.79000000004,,DOMINGO,08:00 A 19:00 HORAS,GENERAL M ZEPEDA ENTRE GRAL LINO MERINO Y GRAL. PABLO GARCIA,570.00000000000
787.00000000000,125.00000000000,CDMX,IZTAPALAPA,U. H. ZARAGOZA,495651.40999999997,2143418.97000000020,,LUNES,08:00 A 19:00 HORAS,AV.AZACARRGA VIDAURRETA Y ENRIQUE CONTEL ENTRE ZARAGOZA Y DECADA NACIONAL,180.00000000000
788.00000000000,126.00000000000,CDMX,IZTAPALAPA,CONJUNTO ALVARO OBREGON,496080.64000000001,2142303.93999999994,,JUEVES,08:00 A 19:00 HORAS,BATALLA DE ACAPONETA ENTRE BATALLA DE OCOTLAN,65.00000000000
789.00000000000,127.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,LUNES,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
790.00000000000,128.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,MARTES,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
791.00000000000,129.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,MIÉRCOLES,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
792.00000000000,130.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,JUEVES,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
793.00000000000,131.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,VIERNES,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
794.00000000000,132.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494019.08000000002,2144968.56999999983,,SÁBADO,08:00 A 19:00 HORAS,MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO,120.00000000000
795.00000000000,133.00000000000,CDMX,IZTAPALAPA,U. H. EJERCITO CONSTITUCIONALISTA,494716.41999999998,2143711.81999999983,,MIÉRCOLES,08:00 A 19:00 HORAS,CDA DE MZ. 1 Y ANTONIO LEON LOYOLA,150.00000000000
796.00000000000,134.00000000000,CDMX,IZTAPALAPA,EJERCITO CONSTITUCIONALISTA,494716.41999999998,2143711.81999999983,,SÁBADO,08:00 A 19:00 HORAS,CDA DE MZ. 1 Y ANTONIO LEON LOYOLA,92.00000000000
797.00000000000,135.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,496091.63000000000,2144114.31999999983,,DOMINGO,08:00 A 19:00 HORAS,TEXCOCO Y FRANCISCO LEYVA ENTRE DOMINGO ARELLANO Y JOSE MARIA PARRA,380.00000000000
798.00000000000,136.00000000000,CDMX,IZTAPALAPA,RENOVACION,494338.31000000000,2141001.16999999993,,DOMINGO,08:00 A 19:00 HORAS,EJE 6 ENTRE GENARO ESTRADA  Y ANILLO PERIFERICO,950.00000000000
799.00000000000,137.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494833.15000000002,2144719.24000000022,,DOMINGO,08:00 A 19:00 HORAS,CALLE JOSE TRINIDAD SALGADO ENTRE AV. TEXCOCO Y PABLO GARCIA COL. JUAN ESCUTIA,3000.00000000000
800.00000000000,138.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,496352.71000000002,2143992.89000000013,,DOMINGO,08:00 A 19:00 HORAS,JUAN CRISOSTOMO BONILLA Y AV. TEXCOCO COL. JUAN ESCUTIA,300.00000000000
801.00000000000,139.00000000000,CDMX,IZTAPALAPA,CHINAMPAC DE JUAREZ,494475.60999999999,2142219.93000000017,,MARTES,08:00 A 19:00 HORAS,ROSARIO CASTELLANOS Y EJE 5,203.00000000000
802.00000000000,140.00000000000,CDMX,IZTAPALAPA,CHINAMPAC DE JUAREZ,494475.60999999999,2142219.93000000017,,DOMINGO,08:00 A 19:00 HORAS,ROSARIO CASTELLANOS Y EJE 5,102.00000000000
803.00000000000,141.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494833.15000000002,2144719.24000000022,,MARTES,08:00 A 19:00 HORAS,FELIPE DE LA GARZA Y JOSE TRINIDAD SALGADO ENTRE VICENTE MARISCAL Y AV. TEXCOCO,162.00000000000
804.00000000000,142.00000000000,CDMX,IZTAPALAPA,AMPL. EL PARAISO,496110.71999999997,2142624.60999999987,,MARTES,08:00 A 19:00 HORAS,AV. GUELATAO Y BATALLON LIGERO DE TOLUCA,500.00000000000
805.00000000000,143.00000000000,CDMX,IZTAPALAPA,EJERCITO CONSTITUCIONALISTA,494278.69000000000,2143433.27999999980,,LUNES,08:00 A 19:00 HORAS,AV. CENTRAL ENTRE AV. UNIVERSIDAD Y CONSTITUCION DE APATZINGAN,340.00000000000
806.00000000000,144.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,495300.98999999999,2144194.50999999978,,JUEVES,08:00 A 19:00 HORAS,BENITO ZENEA Y PABLO GARCIA,450.00000000000
807.00000000000,145.00000000000,CDMX,IZTAPALAPA,AMPL. EL PARAISO,496110.71999999997,2142624.60999999987,,SÁBADO,08:00 A 19:00 HORAS,AV. GUELATAO Y BATALLON LIGERO DE TOLUCA,500.00000000000
808.00000000000,146.00000000000,CDMX,IZTAPALAPA,EJERCITO DE ORIENTE,497277.04999999999,2141689.49000000022,,MIÉRCOLES,08:00 A 19:00 HORAS,"BRIGADA CARBAJAL, BRIGADA ALVAREZ Y JOSE N. PRIETO,PEÑON",106.00000000000
809.00000000000,147.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,LUNES,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,30.00000000000
810.00000000000,148.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,MARTES,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,193.00000000000
811.00000000000,149.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,MIÉRCOLES,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,193.00000000000
812.00000000000,150.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,JUEVES,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,200.00000000000
813.00000000000,151.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,VIERNES,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,193.00000000000
814.00000000000,152.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,493866.84999999998,2145019.29999999981,,SÁBADO,08:00 A 19:00 HORAS,CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA,193.00000000000
815.00000000000,153.00000000000,CDMX,IZTAPALAPA,JUAN ESCUTIA,494474.64000000001,2144896.72000000020,,DOMINGO,08:00 A 19:00 HORAS,TEXCOCO Y EULOGIO PARRA,193.00000000000
816.00000000000,154.00000000000,CDMX,IZTAPALAPA,SAN SEBASTIAN TECOLOXTITLAN,497806.07000000001,2140578.85999999987,,LUNES,08:00 A 19:00 HORAS,AV. CIRCUNVALACION Y AV. MEXICO,150.00000000000
